Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
team building activities uk,260,3.54,1,2.23,7.89,210
pay as you go sim uk,2400,9.83,1,2.18,21.39,1600
the glaze book,1300,0.00,0,0,0.00,260
training in sql,74000,0.00,0,0,0.00,8100
android application development tools,2900,0.30,1,3.23,0.96,260
uk mobile sim card,1000,0.00,0,0,0.00,480
buy uk sim card,880,0.00,0,0,0.00,320
c5650 toner,1900,0.37,1,0.8,0.29,390
database driven web page,2400,0.00,0,0,0.00,390
cost of sim card,12100,0.87,1,1.11,0.97,1000
database driven web,5400,0.00,0,0,0.00,720
microsoft access 2010 training,1000,1.02,1,1.19,1.22,110
3g broadband router,6600,0.00,0,0,0.00,590
sim card in uk,18100,0.00,0,0,0.00,8100
cheap ink cartridges brother,590,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,73
stock photography books,480,0.00,0,0,0.00,36
google android app developer,390,0.00,0,0,0.00,46
pre pay sim,4400,0.00,0,0,0.00,720
pre pay sim card,2400,4.47,1,2.87,12.84,260
international mobile broadband pay as you go,36,0.00,0,0,0.00,28
learning sql server 2008,1900,0.00,0,0,0.00,91
cheap ink for brother printer,390,0.00,0,0,0.00,91
buy pay as you go sim card,390,0.00,0,0,0.00,210
pay as you go sim card,22200,4.68,1,11.94,55.93,14800
pay as go sim,74000,32.96,1,3.01,99.22,74000
solar power and home,90500,0.00,0,0,0.00,12100
developing mobile application,8100,0.00,0,0,0.00,590
sim card pay,27100,13.48,1,1.52,20.52,18100
solar for your home,27100,0.00,0,0,0.00,6600
notebook laptops,11100000,3.65,1,10.87,39.71,673000
notebooks and laptops,9140000,0.00,0,0,0.00,823000
notebooks & laptops,9140000,0.00,0,0,0.00,823000
notebooks and laptop,7480000,0.00,0,0,0.00,1000000
mobile phones mobile phone,7480000,0.00,0,0,0.00,1500000
laptop or notebook,7480000,0.00,0,0,0.00,673000
laptop and notebook,7480000,0.00,0,0,0.00,673000
is a notebook a laptop,7480000,0.00,0,0,0.00,673000
tv or lcd,5000000,0.00,0,0,0.00,450000
dress prom dress,3350000,0.00,0,0,0.00,673000
digital cameras digital cameras,3350000,1.23,1,0.96,1.18,450000
dress prom dresses,3350000,0.00,0,0,0.00,550000
digital camera digital cameras,3350000,0.00,0,0,0.00,450000
and the wardrobe,2740000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,74000
canon powershot,2240000,0.39,1,167.86,64.77,135000
canon canon powershot,2240000,0.20,1,1.02,0.21,135000
of the vanities,2240000,0.00,0,0,0.00,165000
lumix by panasonic,1830000,0.00,0,0,0.00,246000
camera with camcorder,1500000,0.00,0,0,0.00,201000
best phones,1830000,1.56,1,85.62,133.38,301000
kinect for xbox,1220000,0.00,0,0,0.00,135000
canon canon camera,1830000,0.00,0,0,0.00,165000
g shock g,1830000,0.61,1,1.07,0.66,135000
canon pixma,1830000,0.59,1,37.03,21.82,135000
panasonic dmc,1500000,0.60,1,31.89,19.02,135000
tv 32 in,1500000,0.00,0,0,0.00,201000
coolpix nikon,1830000,0.00,0,0,0.00,135000
nikon coolpix,1830000,0.24,1,22.94,5.52,135000
lumix dmc,1500000,0.52,1,5.7,2.99,110000
ixus i,1500000,0.00,0,0,0.00,110000
ink for cartridges,1220000,7.43,1,0.75,5.56,368000
ink cartridges for,1220000,0.00,0,0,0.00,368000
ink cartridges,1220000,2.78,1,471.05,"1,308.20",368000
hidden object,1500000,0.68,1,83.27,56.28,135000
cartridge and ink,1220000,0.00,0,0,0.00,368000
ink for cartridge,1220000,1.01,1,0.95,0.96,368000
ink & cartridge,1220000,0.00,0,0,0.00,368000
dr martens,1500000,0.36,1,380.06,136.48,246000
camcorders with camera,1220000,0.19,1,1.14,0.22,201000
camera and camcorders,1220000,0.00,0,0,0.00,201000
ink for print,1220000,0.00,0,0,0.00,301000
and mens clothing,1220000,0.00,0,0,0.00,368000
samsung phones,1220000,2.30,1,177.11,407.39,135000
fujifilm finepix,1220000,0.00,0,0,0.00,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,165000
canon lens lens,1220000,0.00,0,0,0.00,165000
hdmi cable hdmi,1220000,0.00,0,0,0.00,165000
a movie camera,1220000,0.00,0,0,0.00,90500
the movie camera,1220000,0.00,0,0,0.00,90500
toner and cartridges,1000000,0.00,0,0,0.00,301000
razors shavers,1220000,0.00,0,0,0.00,165000
the canon 5d,1220000,0.00,0,0,0.00,90500
shavers razors,1220000,0.00,0,0,0.00,165000
canon 5d,1220000,0.34,1,181.81,62.02,90500
dmc panasonic lumix,1000000,0.00,0,0,0.00,90500
the nikon d90,1000000,0.00,0,0,0.00,49500
clothing for cheap,1000000,1.80,1,0.56,1.00,301000
i station docking station,1000000,0.59,1,1.19,0.70,201000
pc notebook,1000000,1.46,1,9.03,13.18,60500
a wrinkle in,1000000,0.00,0,0,0.00,110000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,301000
canon is cameras,1220000,0.00,0,0,0.00,110000
canon cameras,1220000,0.37,1,131.81,48.96,110000
photos stock,823000,0.00,0,0,0.00,74000
nikon camera,1000000,0.31,1,79.76,24.85,90500
phones and prices,1000000,0.14,1,0.56,0.08,33100
dvd to dvd recorder,823000,0.00,0,0,0.00,135000
toner print cartridge,823000,0.00,0,0,0.00,246000
hdmi to hdmi cables,1000000,0.70,1,6.62,4.63,110000
blu ray players,823000,0.33,1,103.03,34.42,110000
bluray players,823000,0.21,1,1.13,0.24,110000
lcd and hd,673000,0.00,0,0,0.00,90500
watch mens watch,823000,0.00,0,0,0.00,165000
hard disk drives external,823000,0.00,0,0,0.00,135000
cannon and camera,823000,0.00,0,0,0.00,60500
used it books,823000,0.00,0,0,0.00,74000
tv samsung led,-,0.00,0,0,0.00,-
led tv by samsung,1000000,0.00,0,0,0.00,90500
printer ink for,823000,5.72,1,1.07,6.12,165000
printer with ink,823000,0.00,0,0,0.00,165000
printer and ink,823000,0.00,0,0,0.00,165000
dresses for kids,823000,0.85,1,68.99,58.64,201000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,40500
wedding shoes shoes,823000,0.16,1,0.91,0.15,246000
the best laptops,823000,0.00,0,0,0.00,110000
shoes wedding,823000,0.60,1,65.28,39.22,246000
dresses maxi,823000,0.60,1,39.48,23.73,368000
laptop battery for,823000,0.00,0,0,0.00,110000
detector metal metal detector,823000,0.00,0,0,0.00,90500
phone pay as,823000,0.00,0,0,0.00,246000
watches for mens,673000,0.97,1,2.75,2.68,135000
kinect on xbox 360,673000,0.00,0,0,0.00,49500
kinect for xbox 360,673000,0.37,1,2.4,0.89,49500
security and camera,673000,0.00,0,0,0.00,49500
camera for security,673000,0.00,0,0,0.00,49500
lcd monitors,673000,0.68,1,6.75,4.61,40500
duvet and duvet covers,673000,0.00,0,0,0.00,246000
jon bon jovi dead,40500,0.00,0,0,0.00,2900
kardashian christmas card,27100,0.00,0,0,0.00,720
49ers,1830000,0.00,0,0,0.00,301000
steelers,2240000,0.00,0,0,0.00,40500
dark knight rises trailer,301000,0.00,0,0,0.00,27100
san francisco 49ers,301000,0.00,0,0,0.00,5400
ben roethlisberger,201000,0.00,0,0,0.00,3600
pittsburgh steelers,550000,0.00,0,0,0.00,8100
snooki,1500000,0.00,0,0,0.00,74000
clippers,2240000,1.45,1,72.13,104.35,301000
49ers news,27100,0.00,0,0,0.00,210
lakers,2740000,0.00,0,0,0.00,49500
james harrison,110000,0.00,0,0,0.00,5400
martial law,165000,0.00,0,0,0.00,12100
antonio brown,33100,0.00,0,0,0.00,590
gpa calculator,550000,0.51,1,0.61,0.31,4400
johnny knox,40500,0.00,0,0,0.00,880
yu darvish,74000,0.00,0,0,0.00,480
kobe bryant,1500000,0.00,0,0,0.00,27100
lil kim,673000,0.50,1,0.91,0.46,49500
justin bieber,37200000,0.50,1,7.09,3.57,2240000
shakira,16600000,0.50,1,0.62,0.31,246000
eminem,13600000,0.96,1,0.9,0.87,1000000
netflix,30400000,3.41,1,6439.42,"21,971.07",246000
youtube videos,30400000,0.25,1,66.53,16.58,673000
lady gaga,24900000,2.50,1,1,2.49,1500000
kesha,4090000,0.00,0,0,0.00,165000
nicki minaj,9140000,0.59,1,1.73,1.01,1000000
grooveshark,9140000,0.50,1,0.78,0.39,1000000
transformers 3,7480000,0.51,1,1.19,0.60,301000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.55,1,100.65,54.85,2240000
espn3,1500000,0.15,1,4.31,0.65,5400
fifa 11,6120000,0.57,1,42.79,24.58,823000
randy moss,165000,0.00,0,0,0.00,2400
miami heat,1220000,0.51,1,1.22,0.62,22200
mourinho,1220000,0.00,0,0,0.00,74000
wayne rooney,673000,0.51,1,27.73,14.13,246000
cricket live score,3350000,0.50,1,6.37,3.22,74000
david villa,550000,0.00,0,0,0.00,33100
ipad,55600000,0.71,1,1635.34,"1,158.67",4090000
iphone 4,37200000,2.23,1,1326.47,"2,964.09",2740000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,0.80,1,1.02,0.81,5400
nokia n900,673000,0.34,1,10.32,3.49,27100
blackberry apps,1220000,0.50,1,1.1,0.56,201000
duracell mygrid,12100,0.48,1,1.61,0.77,1600
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,0.33,1,78.18,26.07,40500
pdanet,450000,0.00,0,0,0.00,8100
masterchef,2740000,0.28,1,3.64,1.02,301000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.31,1,326.98,101.73,1000000
jimmy johns,1500000,0.00,0,0,0.00,2900
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,0.41,1,89.36,36.74,33100
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.00,0,0,0.00,12100
applebees menu,201000,0.00,0,0,0.00,720
rachel ray,1220000,0.00,0,0,0.00,12100
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.51,1,1.18,0.60,1830000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,450000,0.50,1,1.18,0.59,60500
kew gardens,201000,0.52,1,17.21,8.96,110000
tour eiffel,823000,0.00,0,0,0.00,18100
oxford street,673000,0.50,1,0.56,0.28,450000
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,2.51,1,3.78,9.46,1000000
selena gomez,20400000,0.00,0,0,0.00,823000
kim kardashian,13600000,0.50,1,0.57,0.29,1000000
miley cyrus,11100000,0.00,0,0,0.00,450000
taylor lautner,2240000,0.00,0,0,0.00,135000
megan fox,6120000,0.50,1,1.13,0.57,368000
robert pattinson,4090000,0.51,1,7.51,3.85,301000
haiti,4090000,0.78,1,6.32,4.94,165000
besiktas,3350000,0.00,0,0,0.00,33100
chile,45500000,0.00,0,0,0.00,1000000
earthquake,13600000,0.63,1,18.32,11.61,1220000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.51,1,0.58,0.29,14800
oil spill,673000,0.57,1,3.34,1.91,60500
vancouver 2010,135000,0.00,0,0,0.00,5400
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,14800,0.31,1,1.89,0.59,1300
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,1000
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,1.53,1,5.41,8.27,6600
hcg diet,1000000,0.77,1,2.15,1.67,14800
dr oz,2240000,0.00,0,0,0.00,8100
aspergers,1830000,0.95,1,44.82,42.57,201000
mcdonalds nutrition,368000,0.61,1,61.08,37.46,12100
vitamin d deficiency,301000,0.66,1,40.38,26.65,33100
appendicitis symptoms,135000,0.51,1,10.51,5.31,18100
cholera,673000,0.52,1,1.96,1.03,49500
nfp,673000,0.00,0,0,0.00,8100
vacina h1n1,9900,0.00,0,0,0.00,-
whooping cough,301000,0.66,1,6.84,4.53,18100
donate to haiti,5400,0.00,0,0,0.00,480
donate to pakistan,1000,0.00,0,0,0.00,170
text to donate,9900,0.59,1,0.87,0.51,2400
doctors without borders,201000,0.54,1,8.39,4.50,9900
download to donate,12100,0.00,0,0,0.00,260
red cross canada,33100,0.00,0,0,0.00,480
blood donation restrictions,4400,0.00,0,0,0.00,320
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,73
csl plasma,49500,0.00,0,0,0.00,170
swine flu,246000,0.58,1,19.27,11.18,74000
wamu,246000,0.00,0,0,0.00,3600
new moon,1220000,0.51,1,1.41,0.72,90500
mininova,823000,0.00,0,0,0.00,60500
susan boyle,673000,0.00,0,0,0.00,90500
slumdog millionaire,450000,0.00,0,0,0.00,27100
circuit city,368000,0.00,0,0,0.00,4400
myspace layouts,201000,0.00,0,0,0.00,8100
michael jackson,13600000,0.50,1,4.36,2.20,823000
national city bank,165000,0.00,0,0,0.00,2400
chatroulette,20400000,0.29,1,127.79,36.78,1220000
friv,68000000,0.20,1,1.31,0.27,4090000
myxer,550000,0.00,0,0,0.00,2400
twitter,151000000,2.50,1,2.36,5.91,13600000
gamezer,16600000,0.00,0,0,0.00,40500
facebook,3760000000,5.01,1,1986.71,"9,944.17",185000000
insurance,55600000,6.10,1,3382.76,"20,636.36",13600000
loans,20400000,5.46,1,4920.4,"26,850.14",3350000
mortgage,16600000,2.87,1,4177.98,"12,004.73",2740000
attorney,16600000,0.20,1,0.66,0.13,450000
credit,101000000,17.38,1,1747.25,"30,373.07",6120000
lawyer,13600000,1.64,1,100.36,164.23,1830000
donate,2740000,1.53,1,102.06,155.78,201000
degree,16600000,2.51,1,91.42,229.07,1500000
hosting,11100000,5.54,1,944.33,"5,235.54",823000
claim,7480000,4.29,1,1274.66,"5,466.64",1500000
conference call,450000,3.34,1,97.17,324.50,33100
trading,20400000,1.11,1,261.91,291.76,1830000
software,151000000,3.22,1,107.72,346.94,7480000
recovery,20400000,2.53,1,24.57,62.19,1830000
transfer,45500000,0.50,1,1.13,0.57,5000000
gas electricity,368000,9.89,1,150.63,"1,490.34",135000
classes,68000000,1.11,1,2.16,2.40,11100000
rehab,6120000,1.99,1,139.15,276.86,301000
treatment,37200000,1.07,1,27.03,29.05,4090000
cord blood,135000,2.54,1,15.64,39.76,5400
domains yahoo,27100,0.00,0,0,0.00,1000
domain name yahoo,6600,10.17,1,32.34,328.97,390
dc hair laser removal washington,880,0.00,0,0,0.00,36
law lemon wisconsin,1600,0.00,0,0,0.00,28
hair removal washington dc,1300,0.00,0,0,0.00,58
domain registration yahoo,4400,0.00,0,0,0.00,170
benchmark lending,4400,0.00,0,0,0.00,170
domain yahoo,60500,0.00,0,0,0.00,1900
yahoo web hosting,33100,1.26,1,1.27,1.60,1000
hair laser removal virginia,3600,0.00,0,0,0.00,58
peritoneal mesothelioma,5400,0.00,0,0,0.00,480
ca lemon law,8100,0.00,0,0,0.00,73
best buy gift card,49500,0.00,0,0,0.00,260
adverse credit remortgage,1000,2.12,1,0.57,1.21,210
mesothelioma information,2400,0.00,0,0,0.00,210
law lemon ohio,2900,0.00,0,0,0.00,28
att call conference,5400,0.00,0,0,0.00,210
insurance medical temporary,1900,0.00,0,0,0.00,140
illinois law lemon,2400,0.00,0,0,0.00,36
mesothelioma symptoms,9900,3.08,1,22.3,68.71,880
angeles drug los rehab,1900,0.00,0,0,0.00,28
personal injury solicitor,90500,13.70,1,21.28,291.51,18100
att go,301000,0.00,0,0,0.00,2400
accident car florida lawyer,2900,0.00,0,0,0.00,58
google affiliate,49500,0.00,0,0,0.00,2400
at t wireless,673000,0.00,0,0,0.00,74000
home equity loan,165000,3.12,1,6.75,21.07,4400
mcsa boot camp,320,0.00,0,0,0.00,28
anti spam appliance,1600,0.00,0,0,0.00,91
adverse remortgage,1300,0.00,0,0,0.00,320
chicago hair laser removal,2900,0.00,0,0,0.00,36
att conference,18100,0.00,0,0,0.00,590
at and t,277000000,0.00,0,0,0.00,20400000
laser hair removal maryland,1900,0.00,0,0,0.00,36
mesothelioma,246000,1.75,1,228.89,401.64,27100
buy gift card,201000,6.73,1,4.38,29.52,8100
mesotheloma,590,0.00,0,0,0.00,58
student loan consolidation program,1000,0.00,0,0,0.00,28
california law lemon,9900,0.00,0,0,0.00,91
event management security,8100,0.00,0,0,0.00,480
canada personals yahoo,590,0.00,0,0,0.00,22
orlando criminal attorney,3600,0.00,0,0,0.00,36
uk homeowner loans,590,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,140
compare life assurance,22200,27.29,1,12.17,332.04,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,91
american singles,49500,0.00,0,0,0.00,5400
federal criminal defense attorney,2400,0.00,0,0,0.00,91
laser hair removal manhattan,1000,0.00,0,0,0.00,28
att prepaid wireless,6600,0.00,0,0,0.00,36
fortis health insurance temporary,140,0.00,0,0,0.00,0
miami personal injury lawyer,6600,0.00,0,0,0.00,140
hair removal chicago,4400,0.00,0,0,0.00,73
at and t cell phones,90500,0.00,0,0,0.00,8100
refinance with bad credit,27100,4.79,1,1.87,8.96,1000
malignant mesothelioma,6600,0.00,0,0,0.00,720
lease management software,1600,0.00,0,0,0.00,140
primary pulmonary hypertension,5400,0.00,0,0,0.00,480
miami personal injury attorney,5400,0.00,0,0,0.00,140
anti spam lotus notes,390,0.00,0,0,0.00,22
life insurance quotes,165000,35.23,1,81.94,"2,886.36",22200
egg credit,12100,4.35,1,8,34.80,12100
anti spam exchange server,1000,0.00,0,0,0.00,73
lemon law,135000,0.00,0,0,0.00,2900
google adsense,1220000,0.00,0,0,0.00,74000
best consolidation loan student,1900,0.00,0,0,0.00,36
refinance with poor credit,4400,0.00,0,0,0.00,170
employee leasing,14800,0.00,0,0,0.00,480
student loan consolidation center,320,0.00,0,0,0.00,12
buyer mortgage note,1600,0.00,0,0,0.00,91
federal student loan consolidation,9900,0.00,0,0,0.00,91
symptoms of mesothelioma,9900,0.00,0,0,0.00,880
city hair laser new removal york,1300,0.00,0,0,0.00,46
att wireless com,4400,0.00,0,0,0.00,22
san diego dui lawyer,5400,0.00,0,0,0.00,320
indiana law lemon,1600,0.00,0,0,0.00,22
law lemon michigan,2400,0.00,0,0,0.00,16
angeles criminal defense los,8100,0.00,0,0,0.00,140
refinancing with poor credit,3600,0.00,0,0,0.00,170
action class lawsuit vioxx,590,0.00,0,0,0.00,46
term life assurance,165000,87.49,1,5.77,504.45,9900
e loan,90500,0.00,0,0,0.00,8100
celebrex lawyer,1600,0.00,0,0,0.00,46
vasectomy reversal,49500,4.32,1,28.34,122.52,8100
mortgage rates refinancing,22200,0.00,0,0,0.00,390
attorney law lemon,5400,0.00,0,0,0.00,58
consolidate student loans,49500,0.00,0,0,0.00,590
home equity loans,135000,2.85,1,29.75,84.81,6600
mesothilioma,720,0.00,0,0,0.00,73
new york personal injury lawyer,18100,0.00,0,0,0.00,320
home equity loan rates,22200,2.75,1,12.02,33.07,390
auto insurance quotes,201000,30.92,1,795.99,"24,609.75",5400
georgia law lemon,2400,0.00,0,0,0.00,22
homeowner loans,14800,5.17,1,14.34,74.23,9900
equity loan rates,22200,0.00,0,0,0.00,480
administration lease software,590,0.00,0,0,0.00,58
egg credit card,12100,0.00,0,0,0.00,9900
student consolidation loans,135000,0.00,0,0,0.00,1900
microsoft anti spam,2400,0.00,0,0,0.00,170
mesothelioma prognosis,3600,0.00,0,0,0.00,390
second mortgages,49500,1.24,1,3.28,4.07,5400
auto century insurance,9900,0.00,0,0,0.00,58
employee florida leasing,1000,0.00,0,0,0.00,22
federal consolidation loan,22200,0.00,0,0,0.00,210
equity loan,201000,1.26,1,73.74,93.16,9900
personal injury attorney colorado,4400,0.00,0,0,0.00,91
accident lawyer michigan,2900,0.00,0,0,0.00,110
refinancing with bad credit,22200,0.00,0,0,0.00,880
home equity line of credit rates,9900,0.00,0,0,0.00,210
federal consolidation,27100,0.00,0,0,0.00,260
non profit debt consolidation,8100,0.00,0,0,0.00,260
pay per click affiliate,8100,0.00,0,0,0.00,720
city hair new removal york,1900,0.00,0,0,0.00,73
acid reflux disease diet,1300,0.00,0,0,0.00,91
refinance poor credit,4400,0.00,0,0,0.00,170
equity loans,165000,1.67,1,7.86,13.12,9900
student loan consolidate,49500,0.00,0,0,0.00,590
consolidate loans,74000,7.50,1,6.03,45.27,2400
secured loans,110000,9.80,1,138.05,"1,352.54",40500
criminal lawyer new york,8100,0.00,0,0,0.00,73
affiliate per click,8100,0.00,0,0,0.00,720
chicago personal injury lawyer,9900,0.00,0,0,0.00,140
los angeles dui lawyer,8100,0.00,0,0,0.00,91
att prepaid,110000,0.00,0,0,0.00,720
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,91
critical illness insurance life,4400,77.83,1,1.24,96.63,2900
irs lawyer tax,2900,0.00,0,0,0.00,91
laser hair removal new york,12100,0.00,0,0,0.00,260
comcast high speed,14800,0.00,0,0,0.00,170
personal yahoo,22200,0.00,0,0,0.00,1000
san diego dui attorney,5400,0.00,0,0,0.00,320
michigan personal injury,6600,0.00,0,0,0.00,210
automobile law lemon,5400,0.00,0,0,0.00,110
cheap insurance life term,8100,14.12,1,5.44,76.85,590
home loans refinancing,14800,0.00,0,0,0.00,590
consolidate college loans,880,0.00,0,0,0.00,16
cheap life insurance,33100,26.78,1,63.06,"1,689.00",5400
vioxx law suit,210,0.00,0,0,0.00,16
student loan refinance,12100,0.00,0,0,0.00,140
car hire alicante spain,5400,15.00,1,9.87,147.97,3600
tax attorney,135000,0.00,0,0,0.00,2400
refinancing my home,1900,0.00,0,0,0.00,91
criminal dallas lawyer,6600,0.00,0,0,0.00,140
line of credit home equity,110000,0.00,0,0,0.00,1900
litigation vioxx,1600,0.00,0,0,0.00,91
at and t phones,823000,0.00,0,0,0.00,40500
criminal defense attorney los angeles,6600,0.00,0,0,0.00,91
commodity online trading,6600,1.62,1,5.6,9.09,320
home equity rates,40500,0.00,0,0,0.00,720
adsense,4090000,10.47,1,7.18,75.22,246000
law lemon mass,1600,0.00,0,0,0.00,46
equity home,368000,1.43,1,31.33,44.84,18100
arizona law lemon,1600,0.00,0,0,0.00,22
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,0.00,0,0,0.00,8100
alicante car rental spain,5400,0.00,0,0,0.00,3600
attorney defense federal,3600,0.00,0,0,0.00,110
san diego criminal attorney,9900,0.00,0,0,0.00,480
injury lawyer new york,22200,0.00,0,0,0.00,480
attorney injury new personal york,18100,0.00,0,0,0.00,320
at and t mobile,16600000,0.00,0,0,0.00,2240000
pleural mesothelioma,8100,1.51,1,1.42,2.15,720
augmentation breast diego san,3600,0.00,0,0,0.00,28
home equity poor credit,2400,0.00,0,0,0.00,58
health insurance temporary,12100,0.00,0,0,0.00,720
compensation mesothelioma,2900,0.00,0,0,0.00,1600
21st century insurance,110000,0.00,0,0,0.00,390
cheap insurance medical,12100,0.00,0,0,0.00,2400
angeles criminal lawyer los,18100,0.00,0,0,0.00,260
low cost term life insurance,1600,0.00,0,0,0.00,110
home refinance loans,22200,42.87,1,0.7,29.89,880
eloan,27100,0.00,0,0,0.00,3600
life insurance quote,165000,9.10,1,71.9,654.01,22200
cheap life assurance,27100,22.55,1,7.21,162.55,5400
anti spam exchange,9900,0.00,0,0,0.00,880
credit equity home line,110000,0.00,0,0,0.00,1900
att go phone,246000,0.00,0,0,0.00,1300
dui florida lawyer,6600,0.00,0,0,0.00,91
hair removal new york,18100,4.13,1,1.09,4.52,390
merchant account international,2900,0.00,0,0,0.00,210
vioxx class action,1300,0.00,0,0,0.00,73
life insurance quote online,18100,17.47,1,8.26,144.31,2400
consolidation loan,450000,6.54,1,110.18,721.15,27100
equity line of credit,135000,0.00,0,0,0.00,2400
carolina law lemon north,2400,0.00,0,0,0.00,46
